-86.0000 -224.0000 53.5919 0.5359 5.4717 0.0547
-85.0000 -224.0000 54.9997 0.5500 10.9238 0.1092
-84.0000 -224.0000 -38.1790 0.3818 4.3274 0.0433
-83.0000 -224.0000 -90.0012 0.9000 13.3701 0.1337
-82.0000 -224.0000 -90.0010 0.9000 12.2331 0.1223
-81.0000 -224.0000 -81.2639 0.8126 5.0835 0.0508
-80.0000 -224.0000 -86.9002 0.8690 0.0221 0.0002
-79.0000 -224.0000 15.3406 0.1534 0.0000 0.0000
-78.0000 -224.0000 -43.2169 0.4322 4.5568 0.0456
-77.0000 -224.0000 142.8047 1.4280 6.1721 0.0617
-76.0000 -224.0000 -36.1844 0.3618 1.9725 0.0197
-75.0000 -224.0000 144.6723 1.4467 16.2950 0.1630
-74.0000 -224.0000 -25.2238 0.2522 11.7106 0.1171
-73.0000 -224.0000 -27.2545 0.2725 12.2762 0.1228
-72.0000 -224.0000 -28.0616 0.2806 11.9670 0.1197
-71.0000 -224.0000 -28.0223 0.2802 9.6586 0.0966
-70.0000 -224.0000 -26.9498 0.2695 3.5000 0.0350
-69.0000 -224.0000 84.3313 0.8433 12.0876 0.1209
-68.0000 -224.0000 92.4518 0.9245 25.7592 0.2576
-67.0000 -224.0000 93.5219 0.9352 31.6218 0.3162
-66.0000 -224.0000 93.1758 0.9318 37.0192 0.3702
-65.0000 -224.0000 89.6621 0.8966 42.1013 0.4210
-64.0000 -224.0000 -84.4314 0.8443 129.6431 1.2964
-63.0000 -224.0000 -83.5851 0.8359 129.7998 1.2980
-62.0000 -224.0000 -83.5851 0.8359 129.7998 1.2980
-61.0000 -224.0000 -83.5851 0.8359 129.7998 1.2980
-60.0000 -224.0000 125.1862 1.2519 94.8326 0.9483
-59.0000 -224.0000 69.4388 0.6944 90.5153 0.9052
-58.0000 -224.0000 203.3648 2.0336 87.4348 0.8743
-57.0000 -224.0000 284.0399 2.8404 7.9308 0.0793
-56.0000 -224.0000 284.3973 2.8440 7.9535 0.0795
-55.0000 -224.0000 149.0508 1.4905 109.9244 1.0992
-54.0000 -224.0000 144.6263 1.4463 118.0998 1.1810
-53.0000 -224.0000 141.9318 1.4193 119.0217 1.1902
-52.0000 -224.0000 196.3461 1.9635 88.4221 0.8842
-51.0000 -224.0000 109.0725 1.0907 82.5709 0.8257
-50.0000 -224.0000 61.1321 0.6113 81.3322 0.8133
-49.0000 -224.0000 36.7146 0.3671 85.9237 0.8592
-48.0000 -224.0000 154.4128 1.5441 9.6905 0.0969
-47.0000 -224.0000 -56.2353 0.5624 0.0000 0.0000
-46.0000 -224.0000 152.0212 1.5202 13.5803 0.1358
-43.0000 -224.0000 87.3109 0.8731 14.5935 0.1459
-42.0000 -224.0000 -86.7929 0.8679 1.4768 0.0148
