16.0000 1.0000 -39.6637 0.3966 18.9321 0.1893
17.0000 1.0000 -79.4481 0.7945 48.2093 0.4821
18.0000 1.0000 -87.1568 0.8716 31.8495 0.3185
19.0000 1.0000 -18.2293 0.1823 4.2518 0.0425
20.0000 1.0000 9.3144 0.0931 1.9310 0.0193
21.0000 1.0000 41.5669 0.4157 3.6256 0.0363
22.0000 1.0000 3.7464 0.0375 4.6323 0.0463
23.0000 1.0000 -12.7590 0.1276 8.4358 0.0844
24.0000 1.0000 94.1564 0.9416 6.4090 0.0641
25.0000 1.0000 63.4242 0.6342 10.8837 0.1088
26.0000 1.0000 129.5185 1.2952 23.2410 0.2324
27.0000 1.0000 157.9105 1.5791 45.6351 0.4564
28.0000 1.0000 207.6493 2.0765 39.9487 0.3995
29.0000 1.0000 279.9699 2.7997 12.6047 0.1260
30.0000 1.0000 282.8471 2.8285 9.0798 0.0908
31.0000 1.0000 235.4156 2.3542 7.3294 0.0733
32.0000 1.0000 236.1855 2.3619 66.3897 0.6639
33.0000 1.0000 243.8769 2.4388 61.6974 0.6170
34.0000 1.0000 235.8864 2.3589 68.1443 0.6814
35.0000 1.0000 143.0076 1.4301 27.4752 0.2748
36.0000 1.0000 74.1398 0.7414 9.1507 0.0915
39.0000 1.0000 158.2735 1.5827 1.7257 0.0173
40.0000 1.0000 62.4310 0.6243 10.6169 0.1062
41.0000 1.0000 154.1293 1.5413 25.1300 0.2513
42.0000 1.0000 212.3654 2.1237 38.9073 0.3891
43.0000 1.0000 217.0538 2.1705 27.0558 0.2706
44.0000 1.0000 278.6181 2.7862 2.5426 0.0254
45.0000 1.0000 145.9509 1.4595 1.1249 0.0112
46.0000 1.0000 184.9199 1.8492 1.1481 0.0115
47.0000 1.0000 160.8181 1.6082 4.6114 0.0461
48.0000 1.0000 119.7389 1.1974 19.8438 0.1984
49.0000 1.0000 158.9744 1.5897 40.4742 0.4047
50.0000 1.0000 61.3147 0.6131 30.0694 0.3007
51.0000 1.0000 70.5619 0.7056 27.3514 0.2735
52.0000 1.0000 145.8152 1.4582 27.8115 0.2781
53.0000 1.0000 107.8985 1.0790 37.0697 0.3707
54.0000 1.0000 88.5270 0.8853 22.3485 0.2235
56.0000 1.0000 102.6232 1.0262 3.2575 0.0326
60.0000 1.0000 140.8734 1.4087 42.6297 0.4263
64.0000 1.0000 93.5657 0.9357 16.3549 0.1635
67.0000 1.0000 156.1014 1.5610 2.5667 0.0257
68.0000 1.0000 197.1991 1.9720 40.1913 0.4019
69.0000 1.0000 156.3197 1.5632 50.8753 0.5088
72.0000 1.0000 120.0248 1.2002 81.8896 0.8189
76.0000 1.0000 224.4705 2.2447 33.6769 0.3368
77.0000 1.0000 226.4633 2.2646 50.0859 0.5009
80.0000 1.0000 208.8891 2.0889 16.3791 0.1638
81.0000 1.0000 279.0468 2.7905 12.9196 0.1292
